lemma,pos,sentiment,category,source_en,verified
zastawca,NOUN,negative,litigious,pledgors,auto
zastawcać,NOUN,negative,litigious,pledgor,auto
zastawić,ADJ,negative,negative,pled,auto
zastawić,NOUN,negative,litigious,pledgee,auto
zastawnik,NOUN,negative,litigious,lienholders;pledgees,auto
zastać,NOUN,negative,negative,stagnant;standstill,auto
zastosować,ADJ,negative,negative,misapplied,auto
zastraszać,NOUN,negative,negative,intimidation,auto
zastrzeżenie,NOUN,negative,negative,disclaimers;objectionable;objectionably;objections;unqualified;proviso;provisoes;provisos;stipulation,auto
zastąpić,ADJ,negative,litigious,superseded,auto
zastąpić,VERB,negative,litigious,supersede,auto
zastępować,ADJ,negative,litigious,superseding,auto
zastępować,VERB,negative,litigious,supersedes,auto
zasądzyć,ADJ,negative,litigious,adjudged,auto
zasłużony,ADJ,positive,positive,meritorious,auto
zatrzymać,ADJ,negative,negative,detained;halted;stopped;unstayed,auto
zatrzymać,NOUN,negative,negative,detain;detention;detentions;halt;stoppage;stopping;detainer,auto
zatwierdzić,ADJ,negative,negative,condoned;unapproved,auto
zaufanie,NOUN,negative,negative,disreputable,auto
zaufać,ADJ,negative,negative,untrusted,auto
zawalić,ADJ,negative,negative,collapsed,auto
zawetować,ADJ,negative,negative,vetoed,auto
zawiasa,NOUN,negative,uncertainty,hinges,auto
zawiesić,ADJ,negative,negative,suspended,auto
zawiesić,NOUN,negative,negative,suspensions,auto
zawieszać,VERB,negative,negative,suspends,auto
zawieszenie,NOUN,negative,negative,suspend;suspending;suspension;abeyance,auto
zawieść,VERB,negative,negative,fail,auto
zawinienie,NOUN,negative,negative,culpability,auto
zawinić,ADJ,negative,negative,culpable;culpably,auto
zawodny,ADJ,negative,negative,unreliable,auto
zawrzeć,ADJ,negative,constraining,covenanted,auto
zawstydzać,VERB,negative,negative,embarrass;embarrasses,auto
zawyżać,VERB,negative,negative,overstate;overstatements;overstates;overstating,auto
zawyżyć,ADJ,negative,negative,overstated,auto
założenie,NOUN,negative,uncertainty,assumption;assumptions,auto
założyć,ADJ,negative,uncertainty,assumed,auto
zaświadczenie,NOUN,negative,litigious,attest;attestation;attestations,auto
zażalenie,NOUN,negative,negative,grievance,auto
zażenowanie,NOUN,negative,negative,embarrassment;embarrassments,auto
zbadać,VERB,negative,negative,investigate,auto
zbankrutować,ADJ,negative,negative,bankrupted,auto
zbliżać,ADJ,negative,negative,impending,auto
zbojkotować,ADJ,negative,negative,boycotted,auto
zbrodniczyć,NOUN,negative,negative,felonious,auto
zburzyć,ADJ,negative,negative,demolished,auto
zbyt,ADJ,negative,negative,divested,auto
zbywać,VERB,negative,negative,divests,auto
zbyć,NOUN,negative,negative,divesting;divestiture;divestitures,auto
zbyć,VERB,negative,negative,divest,auto
zdatność,NOUN,negative,litigious,arbitrability,auto
zdecentralizować,ADJ,negative,negative,devolved,auto
zdecydować,ADJ,negative,uncertainty,undecided,auto
zdefiniować,ADJ,negative,uncertainty,undefined,auto
zdefraudować,ADJ,negative,negative,embezzled,auto
zdegradować,ADJ,negative,negative,degraded;demoted,auto
zdenerwować,ADJ,negative,negative,upset,auto
zdeponować,ADJ,negative,litigious,deposed,auto
zdestabilizować,ADJ,negative,negative,destabilized,auto
zdewaluować,ADJ,negative,negative,devalued,auto
zdezawuować,ADJ,negative,negative,disavowed,auto
zdezorientować,ADJ,negative,negative,confused,auto
zdolny,ADJ,positive,positive,able,auto
zdruzgotać,ADJ,negative,negative,devastated,auto
zdyskredytować,ADJ,negative,negative,discredited;disparaged,auto
zdyskwalifikować,ADJ,negative,negative,disqualified,auto
zemrzeć,VERB,negative,litigious,deceased;decedent;predeceased,auto
zerwać,NOUN,negative,negative,breaking,auto
zestresować,ADJ,negative,negative,stressed,auto
zeznanie,NOUN,negative,litigious,depositions,auto
zeznawać,ADJ,negative,negative,testifying,auto
zeznawać,VERB,negative,negative,testify,auto
zezwalać,VERB,negative,negative,disallow;disallows,auto
zezwolenie,NOUN,negative,constraining,permittee;permitting,auto
zgadzać,VERB,negative,negative,disagree;disagrees,auto
zgoda,NOUN,negative,litigious,consent;consented;consenting;consents,auto
zgodność,NOUN,negative,litigious,lawfulness,auto
zgodny,ADJ,negative,constraining,comply,auto
zgłaszać,ADJ,negative,litigious,declarant,auto
zgłoszenie,NOUN,negative,litigious,refiling,auto
zgłoszyć,ADJ,negative,negative,unreported,auto
zhańbić,ADJ,negative,negative,dishonored,auto
zidentyfikować,ADJ,negative,uncertainty,unidentified,auto
zidentyfikować,NOUN,negative,uncertainty,unidentifiable,auto
zinterpretować,ADJ,negative,negative,misinterpreted,auto
zirytowany,ADJ,negative,negative,annoyed,auto
zlikwidować,ADJ,negative,negative,demised;liquidated;unliquidated,auto
zmarnować,ADJ,negative,negative,wasted,auto
zmartwić,NOUN,negative,negative,worries;worry,auto
zmieniać,ADJ,negative,litigious,amendatory;amending,auto
zmienien,VERB,negative,uncertainty,fluctuating;variable;amendable,auto
zmienić,ADJ,negative,litigious,amended,auto
zmiennie,ADV,negative,uncertainty,variably,auto
zmienność,NOUN,negative,uncertainty,volatility;variability;volatilities,auto
zmienny,ADJ,negative,uncertainty,variables,auto
zmniejszać,VERB,negative,negative,diminish;diminishes,auto
zmniejszyć,ADJ,negative,negative,diminished;downsized,auto
zmniejszyć,NOUN,negative,negative,diminution,auto
zmonopolizować,ADJ,negative,negative,monopolized,auto
zmować,NOUN,negative,negative,collude;colluded;colluding;collusion;collusive,auto
zmowy,NOUN,negative,negative,colludes;collusions,auto
zmusić,ADJ,negative,constraining,compelled,auto
zmuszać,VERB,negative,constraining,compel;compels,auto
znacznie,ADV,positive,positive,greatly,auto
znajomość,NOUN,negative,litigious,acquittances,auto
znak,NOUN,negative,constraining,earmarks,auto
zniechęcać,ADJ,negative,negative,detracting;discouraging,auto
zniechęcać,VERB,negative,negative,discourage;discourages,auto
zniechęcić,ADJ,negative,negative,deterred;discouraged,auto
zniekształcać,ADJ,negative,negative,distorting,auto
zniekształcać,VERB,negative,negative,distorts,auto
zniekształcić,ADJ,negative,negative,distorted,auto
zniekształcić,NOUN,negative,negative,distort;distortion,auto
zniesienie,NOUN,negative,negative,abolishing,auto
zniesławiać,ADJ,negative,litigious,defamatory;libelous,auto
zniesławiać,VERB,negative,negative,defames,auto
zniesławić,ADJ,negative,litigious,defamed;libeled,auto
zniesławić,NOUN,negative,negative,defamation;defamations;defame;defaming;libel,auto
zniewalać,ADJ,negative,constraining,compelling,auto
znieść,ADJ,negative,negative,abolished,auto
znieść,VERB,negative,negative,abolish,auto
znikać,ADJ,negative,negative,disappearing,auto
znikać,VERB,negative,negative,disappears,auto
zniknąć,NOUN,negative,negative,disappearance;disappearances,auto
zniknąć,VERB,negative,negative,disappear;disappeared,auto
zniszczyć,ADJ,negative,negative,defaced;destroyed,auto
zniszczyć,NOUN,negative,negative,deface;destruction;devastation,auto
zniszczyć,VERB,negative,negative,destroy;devastate,auto
znosić,VERB,negative,negative,abolishes,auto
zobowiązać,ADJ,negative,constraining,obligee;obligate;obligated;obliged,auto
zobowiązywać,ADJ,negative,constraining,obligees;obligating,auto
zobowiązywać,VERB,negative,constraining,obligates;oblige;obliges,auto
zracjonalizować,ADJ,negative,negative,rationalized,auto
zranić,ADJ,negative,negative,hurt,auto
zranić,NOUN,negative,negative,hurting;injuring,auto
zranić,VERB,negative,negative,injure,auto
zredagować,ADJ,negative,negative,redacted,auto
zredukować,ADJ,negative,negative,redressed,auto
zrestrukturyzować,ADJ,negative,negative,restructured,auto
zrewidować,VERB,negative,uncertainty,revise,auto
zrewolucjonizować,ADJ,positive,positive,revolutionized,auto
zrewolucjonizować,VERB,positive,positive,revolutionize,auto
zrezygnować,ADJ,negative,negative,resigned,auto
zrezygnować,VERB,negative,negative,abandon;forego;resign;recuse,auto
zrozumieć,ADJ,negative,negative,misunderstood,auto
zrzec,VERB,negative,negative,disavow;relinquish;renounce,auto
zrzeczenie,NOUN,negative,negative,disclaim;disclaiming;relinquishing;relinquishment;relinquishments;renouncement;renouncements;renouncing,auto
zrzeczyć,ADJ,negative,negative,relinquished,auto
zrzekać,VERB,negative,negative,disavows;disclaims;relinquishes;renounces,auto
zróżnicowanie,NOUN,negative,uncertainty,varying,auto
zróżnicować,ADJ,negative,uncertainty,varied,auto
zszokować,ADJ,negative,negative,shocked,auto
zwalnia,NOUN,negative,litigious,indemnifies,auto
zwalniać,NOUN,negative,negative,dismisses,auto
zwodniczo,ADV,negative,negative,deceptively,auto
zwodniczyć,VERB,negative,negative,deceiving;deceptive,auto
zwolnienie,NOUN,negative,negative,dismiss;dismissal;dismissals;dismissing;layoff;layoffs;probation;releasees,auto
zwolnić,ADJ,negative,negative,dismissed;fired;slowed,auto
zwrotny,ADJ,negative,litigious,recoupable,auto
zwrócić,ADJ,negative,negative,unreimbursed,auto
zwycięski,NOUN,positive,positive,winning,auto
zwycięstwo,NOUN,positive,positive,win,auto
zwycięzca,NOUN,positive,positive,winner;winners,auto
zwykle,ADV,negative,uncertainty,ordinarily,auto
zysk,NOUN,positive,positive,gain;gains;profitably,manual
zyskiwać,NOUN,positive,positive,gaining,auto
złamać,ADJ,negative,negative,broken,auto
złośliwie,ADV,negative,negative,maliciously,auto
złośliwość,NOUN,negative,negative,malice;mischief,auto
złośliwy,ADJ,negative,negative,malicious,auto
zły,ADJ,negative,negative,worst,auto
łagodzić,ADJ,negative,negative,extenuating,auto
łagodzić,NOUN,negative,negative,easing,auto
łapówka,NOUN,negative,negative,bribe;briberies;bribes;kickbacks,auto
łatwiejszyć,ADJ,positive,positive,easier,auto
łatwo,ADV,positive,positive,easily,auto
łatwo,NOUN,positive,positive,easy,auto
ława,NOUN,negative,litigious,juries,auto
ławnik,NOUN,negative,litigious,jurors,auto
łącznik,NOUN,negative,litigious,joinder,auto
ścierać,NOUN,negative,negative,attrition,auto
ścigać,ADJ,negative,negative,prosecuted,auto
ścigać,NOUN,negative,negative,prosecuting;prosecution,auto
ścigać,VERB,negative,negative,prosecute;prosecutes,auto
ściśle,ADV,negative,constraining,strictly,auto
śmiertelnie,ADV,negative,negative,fatally,auto
śmiertelność,NOUN,negative,negative,fatality,auto
świadectwo,NOUN,negative,litigious,testimony,auto
świadek,NOUN,negative,litigious,witness;witnesses,auto
świadomie,ADV,negative,negative,knowingly;willfully,auto
świetny,ADJ,positive,positive,great,auto
źć,VERB,negative,negative,bad,auto
żywiołowość,NOUN,positive,positive,vibrancy,auto
żywy,ADJ,positive,positive,vibrant,auto
