lemma,pos,sentiment,markedness,n_synsets
beczułkowaty,ADV,negative,- s,2
bek,VERB,negative,- s,2
beka,VERB,positive,+ s,2
beksa,VERB,negative,- s,2
beksa-lala,VERB,negative,- s,2
belferski,ADV,negative,- s,2
belzebub,VERB,negative,- m,2
benedyktyńska cierpliwość,VERB,positive,+ m,2
benedyktyński,ADV,positive,+ s,4
benedyktyńsko,ADJ,positive,+ s,5
beneficjent,VERB,positive,+ s,2
beneficjum,VERB,positive,+ s,2
beniaminek,VERB,positive,+ s,3
berbeć,VERB,positive,+ s,1
bessa,VERB,negative,- s,1
besserwisser,VERB,negative,- m,2
besserwisserstwo,VERB,negative,- m,2
bestia,VERB,negative,- s,7
bestialski,ADV,negative,- m,4
bestialsko,ADJ,negative,- m,2
bestialstwo,VERB,negative,- m,2
bestseler,VERB,positive,+ s,1
bestselerowy,ADV,positive,+ m,1
bestseller,VERB,positive,+ s,3
bestsellerowy,ADV,positive,+ m,1
beton,VERB,negative,- s,2
betonowa pustynia,VERB,negative,- s,1
betonowe buty,VERB,negative,- s,3
betonowy,ADV,negative,- m,2
bez dwóch zdań,ADJ,positive,+ s,1
bez kozery,ADJ,negative,- s,3
bez pardonu,ADJ,negative,- m,2
bez porównania,ADJ,positive,+ s,1
bez porównania,ADV,positive,+ s,1
bez przesady,ADJ,positive,+ s,2
bez przesadyzmu,ADJ,positive,+ s,2
bez spiny,ADJ,positive,+ s,2
bez szaleństw,ADJ,positive,+ s,3
bez wazeliny,ADJ,negative,- s,4
bez zaproszenia,ADJ,negative,- s,2
bez zarzutu,ADJ,positive,+ m,2
bezapelacyjność,VERB,positive,+ s,2
bezapelacyjny,ADV,positive,+ s,1
bezawaryjnie,ADJ,positive,+ s,2
bezawaryjność,VERB,positive,+ m,2
bezawaryjny,ADV,positive,+ s,3
bezbarwnie,ADJ,negative,- s,3
bezbarwność,VERB,negative,- m,2
bezbarwny,ADV,negative,- s,4
bezbiletowy,ADV,positive,+ s,1
bezbolesność,VERB,positive,+ s,2
bezbolesny,ADV,positive,+ s,6
bezboleśnie,ADJ,positive,+ s,6
bezbożnie,ADJ,negative,- s,6
bezbożnik,VERB,negative,- m,2
bezbożny,ADV,negative,- s,9
bezbronnie,ADJ,negative,- s,5
bezbronność,VERB,negative,- s,4
bezbronny,ADV,negative,- s,6
bezbłędnie,ADJ,positive,+ m,2
bezbłędność,VERB,positive,+ m,2
bezbłędny,ADV,positive,+ m,4
bezcelowo,ADJ,negative,- s,3
bezcelowość,VERB,negative,- s,4
bezcelowy,ADV,negative,- s,2
bezcennie,ADJ,positive,+ s,5
bezcenny,ADV,positive,+ m,4
bezceremonialnie,ADJ,negative,- s,3
bezceremonialność,VERB,negative,- s,2
bezceremonialny,ADV,negative,- s,4
bezchmurnie,ADJ,positive,+ s,1
bezchmurny,ADV,positive,+ s,4
bezciśnieniowy,ADV,positive,+ s,2
bezczasowo,ADJ,positive,+ s,2
bezczasowość,VERB,positive,+ m,2
bezczasowy,ADV,positive,+ s,2
bezczel,VERB,negative,- s,2
bezczelnie,ADJ,negative,- s,3
bezczelnik,VERB,negative,- s,2
bezczelność,VERB,negative,- m,4
bezczelny,ADV,negative,- m,4
bezczucie,VERB,negative,- m,2
bezczuciowy,ADV,negative,- s,6
bezczyn,VERB,negative,- s,2
bezczynnie,ADJ,negative,- s,4
bezczynność,VERB,negative,- s,3
bezczynny,ADV,negative,- s,6
bezdennie,ADJ,negative,- s,4
bezdenny,ADV,negative,- s,4
bezdomnie,ADJ,negative,- s,2
bezdomność,VERB,negative,- s,5
bezdomny,ADV,negative,- s,3
bezdomny,VERB,negative,- s,2
bezdrożny,ADV,negative,- s,2
bezdusznie,ADJ,negative,- s,6
bezdusznik,VERB,negative,- m,2
bezduszność,VERB,negative,- m,2
bezduszny,ADV,negative,- s,12
bezeceństwo,VERB,negative,- m,2
bezecnie,ADJ,negative,- m,2
bezecnik,VERB,negative,- m,2
bezecność,VERB,negative,- s,4
bezecny,ADV,negative,- m,4
bezforemny,ADV,negative,- s,1
bezgrzesznie,ADJ,positive,+ s,3
bezgrzeszność,VERB,positive,+ s,2
bezgrzeszny,ADV,positive,+ m,2
bezguście,VERB,negative,- s,6
bezhołowie,VERB,negative,- s,2
bezideowiec,VERB,negative,- s,2
bezideowość,VERB,negative,- s,4
bezimiennie,ADJ,negative,- s,1
bezimienny,ADV,negative,- m,1
bezinteresownie,ADJ,positive,+ s,3
bezinteresowność,VERB,positive,+ s,4
bezinteresowny,ADV,positive,+ m,4
bezinwazyjnie,ADJ,positive,+ s,1
bezinwazyjność,VERB,positive,+ s,2
bezkarnie,ADJ,negative,- s,4
bezkarny,ADV,negative,- s,3
bezkierunkowo,ADJ,negative,- s,2
bezkierunkowość,VERB,negative,- s,2
bezkierunkowy,ADV,negative,- s,4
bezkolizyjnie,ADJ,positive,+ s,4
bezkolizyjny,ADV,positive,+ s,2
bezkonfliktowo,ADJ,positive,+ s,2
bezkonfliktowość,VERB,positive,+ s,2
bezkonfliktowy,ADV,positive,+ s,4
bezkonkurencyjnie,ADJ,positive,+ m,2
bezkonkurencyjny,ADV,positive,+ m,4
bezkostny,ADV,negative,- s,2
bezkrwawie,ADJ,positive,+ s,4
bezkrwawo,ADJ,positive,+ s,4
bezkrwawy,ADV,positive,+ s,2
bezkrwistość,VERB,negative,- s,2
bezkrwisty,ADV,negative,- s,4
bezkrytycyzm,VERB,negative,- s,1
bezkrytycznie,ADJ,negative,- s,1
bezkrytyczność,VERB,negative,- s,1
bezkrytyczny,ADV,negative,- s,4
bezkształtnie,ADJ,negative,- s,4
bezkształtny,ADV,negative,- s,4
bezlicy,ADV,negative,- s,1
bezlitosny,ADV,negative,- m,10
bezlitośnie,ADJ,negative,- m,3
bezludzie,VERB,negative,- s,1
bezmyślnie,ADJ,negative,- s,4
bezmyślność,VERB,negative,- m,2
bezmyślny,ADV,negative,- s,7
bezmózg,VERB,negative,- m,2
bezmózgi,ADV,negative,- m,6
bezmózgowiec,VERB,negative,- m,2
beznadzieja,VERB,negative,- s,3
beznadziejnie,ADJ,negative,- m,6
beznadziejność,VERB,negative,- s,3
beznadziejny,ADV,negative,- m,4
beznamiętnie,ADJ,negative,- s,2
beznamiętność,VERB,negative,- m,2
beznogi,ADV,negative,- s,2
bezobjawowo,ADJ,negative,- s,1
bezobjawowy,ADV,negative,- s,1
bezobrazowy,ADV,negative,- s,2
bezobsługowość,VERB,positive,+ s,1
bezobłoczny,ADV,positive,+ s,2
bezosobowo,ADJ,negative,- s,6
bezosobowość,VERB,negative,- s,2
bezosobowy,ADV,negative,- s,2
bezowocnie,ADJ,negative,- s,3
bezowocność,VERB,negative,- s,2
bezowocny,ADV,negative,- m,2
bezpamiętny,ADV,negative,- s,2
bezpardonowo,ADJ,negative,- s,3
bezpardonowy,ADV,negative,- s,5
bezpański,ADV,negative,- m,2
bezpańsko,ADJ,negative,- s,5
bezpańskość,VERB,negative,- s,2
bezpieczeństwo,VERB,positive,+ s,5
bezpiecznie,ADJ,positive,+ s,6
bezpieczny,ADV,positive,+ s,7
bezpieka,VERB,negative,- m,2
bezplanowo,ADJ,negative,- s,2
bezplanowość,VERB,negative,- s,2
bezplanowy,ADV,negative,- s,2
bezpodstawnie,ADJ,negative,- s,3
bezpodstawność,VERB,negative,- m,2
bezpodstawny,ADV,negative,- m,2
bezpostaciowo,ADJ,negative,- s,2
bezpostaciowy,ADV,negative,- s,3
bezpotrzebny,ADV,negative,- s,2
bezpowrotnie,ADJ,negative,- m,1
bezpowrotność,VERB,negative,- s,3
bezpowrotny,ADV,negative,- s,5
bezpożytecznie,ADJ,negative,- s,2
bezprawnie,ADJ,negative,- m,2
bezprawność,VERB,negative,- s,2
bezprawny,ADV,negative,- m,2
bezpretensjonalnie,ADJ,positive,+ s,6
bezpretensjonalność,VERB,positive,+ s,2
bezpretensjonalny,ADV,positive,+ s,8
bezproblemowo,ADJ,positive,+ s,4
bezproblemowość,VERB,positive,+ s,6
bezproblemowy,ADV,positive,+ s,6
bezproduktywnie,ADJ,negative,- s,4
bezproduktywność,VERB,negative,- s,6
bezproduktywny,ADV,negative,- m,6
bezprogramowy,ADV,negative,- s,1
bezprzedmiotowo,ADJ,negative,- s,2
bezprzedmiotowość,VERB,negative,- m,2
bezprzedmiotowy,ADV,negative,- s,2
bezprzykładnie,ADJ,positive,+ m,1
bezprzykładny,ADV,positive,+ m,2
bezprzytomnie,ADJ,negative,- s,2
bezprzytomny,ADV,negative,- m,2
bezpłatność,VERB,positive,+ s,2
bezpłatny,ADV,positive,+ s,1
bezpłciowiec,VERB,negative,- s,2
bezpłciowo,ADJ,negative,- s,3
bezpłciowość,VERB,negative,- m,2
bezpłciowy,ADV,negative,- m,2
bezpłodnie,ADJ,negative,- s,6
bezpłodność,VERB,negative,- s,3
bezpłodny,ADV,negative,- s,8
bezradnie,ADJ,negative,- s,6
bezradność,VERB,negative,- s,4
bezradny,ADV,negative,- s,6
bezradosny,ADV,negative,- s,6
bezrefleksyjnie,ADJ,negative,- s,2
bezrefleksyjność,VERB,negative,- s,2
bezrefleksyjny,ADV,negative,- s,4
bezrozumnie,ADJ,negative,- s,3
bezrozumność,VERB,negative,- s,2
bezrozumny,ADV,negative,- m,4
bezruchowy,ADV,negative,- s,2
bezrybie,VERB,negative,- s,2
bezsennie,ADJ,negative,- s,3
bezsenność,VERB,negative,- s,1
bezsenny,ADV,negative,- s,8
bezsens,VERB,negative,- m,2
bezsensownie,ADJ,negative,- s,6
bezsensowność,VERB,negative,- m,4
bezsensowny,ADV,negative,- m,3
bezsensowy,ADV,negative,- m,2
bezsilnie,ADJ,negative,- s,3
bezsilność,VERB,negative,- m,2
bezsilny,ADV,negative,- s,6
bezsiła,VERB,negative,- s,3
bezskutecznie,ADJ,negative,- s,3
bezskuteczność,VERB,negative,- s,2
bezskuteczny,ADV,negative,- m,2
bezsmakowo,ADJ,negative,- s,2
bezsmakowy,ADV,negative,- s,4
bezspornie,ADJ,positive,+ s,2
bezsporność,VERB,positive,+ s,2
bezsporny,ADV,positive,+ s,2
bezstratny,ADV,positive,+ s,2
bezstresowo,ADJ,positive,+ s,3
bezstresowy,ADV,positive,+ s,2
bezstronnie,ADJ,positive,+ s,2
bezstronność,VERB,positive,+ s,2
bezstronny,ADV,positive,+ s,4
bezstylowość,VERB,negative,- s,2
bezstylowy,ADV,negative,- s,2
bezszelestny,ADV,positive,+ s,1
bezszkodowość,VERB,positive,+ s,1
bezszmerowo,ADJ,positive,+ s,2
bezszmerowy,ADV,positive,+ s,2
bezsłoneczny,ADV,negative,- s,4
beztalencie,VERB,negative,- s,4
beztreściowość,VERB,negative,- s,2
beztreściowy,ADV,negative,- s,2
beztreściwie,ADJ,negative,- s,2
beztreściwy,ADV,negative,- s,2
beztroska,VERB,positive,+ s,3
beztroski,ADV,positive,+ s,10
beztrosko,ADJ,positive,+ s,6
bezuczuciowy,ADV,negative,- s,8
bezusterkowo,ADJ,positive,+ s,2
bezusterkowy,ADV,positive,+ s,3
bezużytecznie,ADJ,negative,- s,4
bezużyteczny,ADV,negative,- s,4
bezwartościowość,VERB,negative,- m,8
bezwartościowy,ADV,negative,- m,10
bezwarunkowość,VERB,negative,- s,1
bezwinny,ADV,positive,+ s,2
bezwolnie,ADJ,negative,- s,1
bezwolność,VERB,negative,- m,2
bezwolny,ADV,negative,- m,4
bezwstyd,VERB,negative,- m,2
bezwstydnica,VERB,negative,- m,2
bezwstydnie,ADJ,negative,- m,2
bezwstydnik,VERB,negative,- s,2
bezwstydność,VERB,negative,- m,4
bezwstydny,ADV,negative,- m,4
bezwyjściowość,VERB,negative,- m,2
bezwyjściowy,ADV,negative,- m,2
bezwypadkowo,ADJ,positive,+ s,2
bezwypadkowy,ADV,positive,+ s,2
bezwysiłkowo,ADJ,positive,+ s,1
bezwysiłkowy,ADV,positive,+ s,1
bezwzględnie,ADJ,negative,- s,2
bezwzględność,VERB,negative,- s,6
bezwzględny,ADV,negative,- s,4
bezwład,VERB,negative,- m,2
bezwładnie,ADJ,negative,- s,8
bezwładność,VERB,negative,- m,2
bezwładny,ADV,negative,- s,8
bezzasadnie,ADJ,negative,- s,2
bezzasadność,VERB,negative,- m,2
bezzasadny,ADV,negative,- m,2
bezzwiązkowy,ADV,negative,- s,2
bezzwrotnie,ADJ,negative,- s,2
bezzwrotny,ADV,positive,+ s,1
bezzwłocznie,ADJ,positive,+ s,2
bezzwłoczność,VERB,positive,+ s,1
bezzwłoczny,ADV,positive,+ s,2
bezzębność,VERB,negative,- s,2
bezład,VERB,negative,- s,2
bezładnie,ADJ,negative,- s,2
bezładny,ADV,negative,- s,2
bezśladowy,ADV,negative,- s,2
bezświadomie,ADJ,negative,- s,2
bezświadomy,ADV,negative,- s,2
bełkot,VERB,negative,- s,3
bełkotliwie,ADJ,negative,- s,4
bełkotliwość,VERB,negative,- s,3
bełkotliwy,ADV,negative,- s,4
bełtać,NOUN,negative,- s,3
bełtać się,NOUN,negative,- s,5
biadanie,VERB,negative,- m,2
biadolenie,VERB,negative,- s,4
bialuchny,ADV,positive,+ s,2
bialusieńki,ADV,positive,+ s,1
bialuteńki,ADV,positive,+ s,1
bialutki,ADV,positive,+ s,3
bialuśki,ADV,positive,+ s,2
biała gorączka,VERB,negative,- m,2
biała niedziela,VERB,positive,+ s,1
biała noc,VERB,negative,- s,4
biała strefa,VERB,positive,+ s,1
białas,VERB,negative,- s,2
białe plamy,VERB,negative,- s,2
biało,ADJ,negative,- s,2
biały jak duch,ADV,negative,- s,3
bibliofilia,VERB,positive,+ m,1
bibliofilski,ADV,positive,+ s,2
bibliofilsko,ADJ,positive,+ s,1
bicie piany,VERB,negative,- s,2
bicz boży,VERB,negative,- m,2
bidak,VERB,negative,- s,2
bidaka,VERB,negative,- s,2
bidnie,ADJ,negative,- s,6
bidny,ADV,negative,- s,8
bidul,VERB,negative,- s,2
biec,NOUN,negative,- s,4
bieda,VERB,negative,- s,4
biedaczek,VERB,negative,- s,4
biedaczka,VERB,negative,- s,4
biedaczysko,VERB,negative,- s,2
biedak,VERB,negative,- m,4
biedaszyb,VERB,negative,- s,1
biedniak,VERB,negative,- s,2
biednie,ADJ,negative,- s,8
biednieńki,ADV,negative,- s,2
biedniutki,ADV,negative,- s,6
biedniutko,ADJ,negative,- s,7
biedny,ADV,negative,- s,10
biedny,VERB,negative,- m,2
biedota,VERB,negative,- s,5
bieganina,VERB,negative,- s,2
biegać,NOUN,negative,- s,8
biegle,ADJ,positive,+ s,3
biegnąć,NOUN,negative,- s,2
biegunowo,ADJ,negative,- s,2
biegunowy,ADV,negative,- s,3
biegły,ADV,positive,+ s,5
bieluchny,ADV,positive,+ s,2
bielusieńki,ADV,positive,+ s,1
bieluteńki,ADV,positive,+ s,2
bielutki,ADV,positive,+ s,3
bieluśki,ADV,positive,+ s,3
biernie,ADJ,negative,- s,2
bierność,VERB,negative,- s,2
bierny,ADV,negative,- s,4
bies,VERB,negative,- m,2
biesiadnie,ADJ,positive,+ s,1
biesiadny,ADV,positive,+ s,3
biesiadować,NOUN,positive,+ s,3
biesiadowisko,VERB,positive,+ s,1
bieżąco,ADJ,positive,+ s,1
bigos,VERB,negative,- s,3
bigot,VERB,negative,- m,2
bigoteryjny,ADV,negative,- s,6
bijatyka,VERB,negative,- m,2
bijać,NOUN,negative,- s,4
bijać się,NOUN,negative,- s,4
bilans bierny,VERB,negative,- s,1
bilans czynny,VERB,positive,+ s,1
bimbać,NOUN,negative,- s,2
bimbrownik,VERB,negative,- m,2
bioekologicznie,ADJ,positive,+ s,2
bioetycznie,ADJ,positive,+ s,1
bioterrorysta,VERB,negative,- m,2
bipolarnie,ADJ,negative,- s,1
birbancki,ADV,negative,- s,2
birbancko,ADJ,negative,- s,2
birbant,VERB,negative,- m,2
bisurman,VERB,positive,+ s,1
bitka,VERB,negative,- s,2
bitles,VERB,negative,- s,2
bitny,ADV,positive,+ s,2
bitwa,VERB,negative,- s,2
bity,ADV,negative,- s,1
biurokracja,VERB,negative,- s,5
biurokrata,VERB,negative,- s,2
biurokratka,VERB,negative,- s,2
biurokratycznie,ADJ,negative,- s,4
biurokratyczność,VERB,negative,- m,2
biurokratyczny,ADV,negative,- s,3
biurokratyzacja,VERB,negative,- s,2
biurokratyzm,VERB,negative,- m,2
biurwa,VERB,negative,- m,2
biznes,VERB,positive,+ s,1
bić,NOUN,negative,- s,14
bić brawo,NOUN,positive,+ s,4
bić czołem,NOUN,negative,- s,4
bić głową w mur,NOUN,negative,- s,2
bić na alarm,NOUN,negative,- s,2
bić pianę,NOUN,negative,- s,4
bić po oczach,NOUN,negative,- s,2
bić po oku,NOUN,negative,- s,2
bić pokłony,NOUN,positive,+ s,2
bić się,NOUN,negative,- s,8
bić się w piersi,NOUN,negative,- s,1
bić w tarabany,NOUN,negative,- s,1
biżuteryjny,ADV,positive,+ s,1
blachara,VERB,negative,- m,2
bladawo,ADJ,negative,- s,9
bladawy,ADV,negative,- s,5
bladnąć,NOUN,negative,- s,6
blado,ADJ,positive,+ s,11
blady,ADV,negative,- s,8
blady jak duch,ADV,negative,- s,3
bladziuch,VERB,negative,- s,2
bladziutki,ADV,negative,- s,4
bladziutko,ADJ,negative,- s,4
bladź,VERB,negative,- m,4
blagier,VERB,negative,- m,2
blamaż,VERB,negative,- m,2
blask,VERB,positive,+ m,2
blednieć,NOUN,negative,- s,5
blednąć,NOUN,negative,- s,4
bledziuch,VERB,negative,- s,1
bledziutki,ADV,negative,- s,4
bledziutko,ADJ,negative,- s,4
blef,VERB,negative,- s,3
blefiarz,VERB,negative,- m,2
bliscy,VERB,positive,+ s,3
bliski,ADV,positive,+ s,6
bliski,VERB,positive,+ s,3
blisko,ADJ,positive,+ s,6
bliskość,VERB,positive,+ s,2
bliziutki,ADV,positive,+ s,2
bliziutko,ADJ,positive,+ s,3
bliźni,VERB,positive,+ s,2
bliższy,ADV,positive,+ s,2
blockers,VERB,negative,- s,2
blok,VERB,negative,- m,1
blok śmierci,VERB,negative,- m,2
blokada,VERB,negative,- s,4
blokers,VERB,negative,- s,2
blokować,NOUN,negative,- s,1
blokowisko,VERB,negative,- s,1
blondas,VERB,negative,- s,2
blondi,VERB,negative,- s,2
blondyna,VERB,positive,+ s,1
blondzia,VERB,negative,- s,2
bluesowy,ADV,negative,- s,2
bluffiarz,VERB,negative,- m,2
bluszczowy,ADV,negative,- s,4
bluzeczka,VERB,positive,+ s,2
bluzgać,NOUN,negative,- s,5
bluzgać się,NOUN,negative,- s,1
bluzgnąć,NOUN,negative,- s,5
bluznąć,NOUN,negative,- s,6
bluźnierca,VERB,negative,- m,2
bluźnierczo,ADJ,negative,- m,2
bluźnierczość,VERB,negative,- m,2
bluźnierczy,ADV,negative,- s,4
bluźnierstwo,VERB,negative,- s,5
bobas,VERB,positive,+ s,2
bobasek,VERB,positive,+ s,2
bobo,VERB,positive,+ s,2
boczny tor,VERB,negative,- s,2
bodźcowo,ADJ,positive,+ s,2
bogactwo,VERB,positive,+ m,4
bogato,ADJ,positive,+ s,10
bogatszy,ADV,positive,+ s,12
bogaty,ADV,positive,+ s,10
bogini,VERB,positive,+ s,3
bogobojnie,ADJ,positive,+ s,2
bogobojny,ADV,positive,+ s,4
bogoburczy,ADV,negative,- s,1
bogoojczyźniany,ADV,negative,- s,2
bohater,VERB,negative,- s,3
bohaterka,VERB,positive,+ s,3
bohaterski,ADV,positive,+ m,4
bohatersko,ADJ,positive,+ m,2
bohatyrski,ADV,positive,+ s,4
boj,VERB,negative,- s,2
bojaźliwie,ADJ,negative,- s,2
bojaźliwość,VERB,negative,- s,3
bojaźliwy,ADV,negative,- s,6
bojaźń,VERB,negative,- m,2
boje homeryckie,VERB,negative,- s,2
bojowiec,VERB,negative,- s,2
bojownik,VERB,positive,+ s,2
bojowo,ADJ,negative,- s,4
bojowość,VERB,positive,+ s,2
bojowy,ADV,positive,+ s,4
bojówka,VERB,negative,- s,2
bojówkarz,VERB,negative,- s,2
bolejąco,ADJ,negative,- s,2
bolejący,ADV,negative,- s,2
bolesno,ADJ,negative,- s,2
bolesny,ADV,negative,- s,9
boleściwie,ADJ,negative,- s,2
boleściwy,ADV,negative,- s,4
boleśnie,ADJ,negative,- s,8
boleść,VERB,negative,- m,2
bolszewia,VERB,negative,- m,2
bolszewicki,ADV,negative,- s,4
bolszewik,VERB,negative,- m,2
bolszewizacja,VERB,negative,- m,2
bolączka,VERB,negative,- s,2
bomba,VERB,negative,- s,4
bomba ekologiczna,VERB,negative,- s,2
bombardowanie,VERB,negative,- s,4
bombast,VERB,negative,- s,2
bombastycznie,ADJ,negative,- s,5
bombastyczność,VERB,negative,- s,2
bombastyczny,ADV,negative,- s,4
bombiarz,VERB,negative,- m,2
bombiasto,ADJ,positive,+ s,3
bombiasty,ADV,positive,+ m,2
bombowo,ADJ,positive,+ m,2
bombowy,ADV,positive,+ m,2
bon viveur,VERB,negative,- m,2
bonanza,VERB,negative,- s,5
bonifikata,VERB,positive,+ s,1
bonza,VERB,negative,- m,2
bonzo,VERB,negative,- m,2
boom,VERB,positive,+ s,2
borsuk,VERB,negative,- s,4
boruta,VERB,negative,- s,2
boski,ADV,positive,+ m,6
bosko,ADJ,positive,+ m,4
boskość,VERB,positive,+ m,2
bosy antek,VERB,negative,- s,2
botnet,VERB,negative,- m,1
boża ręka,VERB,positive,+ m,1
brach,VERB,positive,+ s,2
braciak,VERB,positive,+ s,1
brak,NOUN,negative,- s,4
brakorób,VERB,negative,- m,2
brakoróbca,VERB,negative,- m,2
brakować,NOUN,negative,- s,6
bramka samobójcza,VERB,negative,- s,2
bramkostrzelny,ADV,positive,+ s,2
branka,VERB,negative,- m,2
brat,VERB,positive,+ s,4
brat syjamski,VERB,positive,+ m,2
braterski,ADV,positive,+ s,2
bratersko,ADJ,positive,+ s,2
braterstwo,VERB,positive,+ m,3
bratni,ADV,positive,+ s,4
bratnia dusza,VERB,positive,+ m,2
bratnio,ADJ,positive,+ s,4
bratobójca,VERB,negative,- m,2
bratobójczo,ADJ,negative,- m,2
bratobójczy,ADV,negative,- m,4
bratobójstwo,VERB,negative,- m,2
brawurowo,ADJ,positive,+ s,3
brawurowy,ADV,positive,+ m,2
brać,VERB,positive,+ s,1
brecht,VERB,negative,- s,2
brejowaty,ADV,negative,- s,3
brewerie,VERB,negative,- m,2
bronić,NOUN,positive,+ s,14
browarek,VERB,positive,+ s,2
broń masowego rażenia,VERB,negative,- s,1
broń masowej zagłady,VERB,negative,- s,1
brud,VERB,negative,- s,2
brudas,VERB,negative,- s,5
brudnawo,ADJ,negative,- s,4
brudnawy,ADV,negative,- s,11
brudno,ADJ,negative,- s,8
brudny,ADV,negative,- s,19
brudy,VERB,negative,- s,2
brunatne koszule,VERB,negative,- m,2
brunatni,VERB,negative,- m,2
brunatny,ADV,negative,- m,1
brutalizm,VERB,negative,- m,2
brutalnie,ADJ,positive,+ s,6
brutalność,VERB,negative,- s,6
brutalny,ADV,negative,- s,11
bryjowaty,ADV,negative,- s,3
brykać,NOUN,positive,+ s,11
brylant,VERB,positive,+ m,2
brylantowo,ADJ,positive,+ m,2
brylantowy,ADV,positive,+ m,2
brylasto,ADJ,negative,- s,2
brylowanie,VERB,positive,+ m,1
brylować,NOUN,positive,+ s,2
bryndza,VERB,negative,- s,2
brytofobia,VERB,negative,- m,2
bryzgnąć,NOUN,negative,- s,1
bryła lodu,VERB,negative,- m,2
bryłowato,ADJ,negative,- s,2
brzdąc,VERB,positive,+ s,1
brzemiennie,ADJ,negative,- s,2
brzemienny,ADV,negative,- m,1
brzemię,VERB,negative,- s,4
brzoskwiniowy,ADV,positive,+ s,2
brzoskwinka,VERB,positive,+ s,2
brzuch,VERB,negative,- s,2
brzuchacz,VERB,negative,- m,2
brzuchal,VERB,negative,- m,2
brzuchaty,ADV,negative,- s,2
brzucho,VERB,negative,- s,2
brzuszek,VERB,positive,+ s,1
brzydal,VERB,negative,- m,2
brzydki,ADV,negative,- s,11
brzydki jak noc,ADV,negative,- m,2
brzydki jak noc listopadowa,ADV,negative,- m,2
brzydkie kaczątko,VERB,negative,- s,2
brzydko,ADJ,negative,- s,8
brzydota,VERB,negative,- s,4
brzydula,VERB,negative,- s,2
brzydzić,NOUN,negative,- s,7
brzydzić się,NOUN,negative,- m,4
brzytwa,VERB,negative,- s,4
brązowiutki,ADV,positive,+ s,4
brązowiutko,ADJ,positive,+ s,3
brązowniczy,ADV,negative,- s,2
brązowy,ADV,positive,+ s,2
bubek,VERB,negative,- s,2
bubel,VERB,negative,- s,2
bublowaty,ADV,negative,- s,3
buc,VERB,negative,- m,2
buchnięcie,VERB,negative,- s,1
bucowaty,ADV,negative,- m,2
buczenie,VERB,negative,- s,2
buczeć,NOUN,negative,- s,1
buda,VERB,negative,- s,4
buddyjsko,ADJ,positive,+ s,1
budować,NOUN,positive,+ s,7
budować się,NOUN,positive,+ s,2
budująco,ADJ,positive,+ s,3
budujący,ADV,positive,+ m,2
budziciel,VERB,positive,+ s,1
budżetowo,ADJ,positive,+ s,1
bufon,VERB,negative,- m,2
bufonada,VERB,negative,- m,2
bufonowaty,ADV,negative,- m,2
bufor,VERB,positive,+ s,2
bujacz,VERB,negative,- s,2
bujać,NOUN,negative,- s,12
bujać się,NOUN,positive,+ s,9
bujnie,ADJ,positive,+ s,1
bujny,ADV,positive,+ s,6
bukiet,VERB,positive,+ s,2
bukolicznie,ADJ,positive,+ s,2
bukoliczny,ADV,positive,+ m,2
bulimiczny,ADV,negative,- s,2
bulioner,VERB,negative,- s,2
bulić,NOUN,negative,- s,2
bullterier,VERB,negative,- m,2
bulterier,VERB,negative,- m,2
bulwa,VERB,negative,- m,1
bulwarowo,ADJ,negative,- s,2
bumelanctwo,VERB,negative,- m,2
bumelant,VERB,negative,- m,2
bumelka,VERB,negative,- m,2
bumerangowy,ADV,negative,- s,2
buntować,NOUN,negative,- s,2
buntować się,NOUN,negative,- s,2
buntowniczo,ADJ,negative,- s,1
buntowniczość,VERB,negative,- s,2
buntowniczy,ADV,negative,- s,2
buntownik,VERB,negative,- s,1
buntowny,ADV,negative,- s,3
buracki,ADV,negative,- m,2
buracko,ADJ,negative,- m,2
buractwo,VERB,negative,- m,2
buraczany,ADV,negative,- m,2
burak,VERB,negative,- s,2
burak cukrowy,VERB,negative,- s,2
burak pospolity,VERB,negative,- s,2
burawo,ADJ,negative,- s,2
burczenie,VERB,negative,- s,2
burczymucha,VERB,negative,- s,2
burda,VERB,negative,- m,2
burdel,VERB,negative,- m,4
burdelowy,ADV,negative,- s,3
burdelówka,VERB,negative,- m,2
burek,VERB,negative,- s,2
burkliwie,ADJ,negative,- s,2
burkliwy,ADV,negative,- s,4
